User ID,Username,Follower Count,Retweet Count,Mention Count,Verified,Bot Label,Location,Created At,Tweet,Hashtags
26804,real_user_1803,1122,16,13,False,0,UK,2014-06-06,Just had a great day exploring technology. ,#breaking #news
44306,real_user_19305,6310,19,21,False,0,USA,2016-09-20,Just had a great day exploring technology. ,
47523,real_user_22522,4364,18,16,False,0,USA,2013-07-13,Just had a great day exploring nature. Just had a great day exploring nature. ,#viral #AI
32208,real_user_7207,2996,4,28,False,0,Germany,2010-11-23,Just had a great day exploring nature. ,#covid #crypto
2531,bot_user_2530,328,474,67,False,1,Nigeria,2021-02-25,RT @user: Check this out!! ,#politics #election #AI
17747,bot_user_17746,65,390,68,False,1,Unknown,2023-06-02,RT @user: Check this out!! RT @user: Check this out!! ,#bitcoin #election #AI #tech
8271,bot_user_8270,286,332,102,False,1,,2020-07-08,RT @user: Check this out!! ,#crypto #tech #crypto
15080,bot_user_15079,56,917,284,False,1,Unknown,2021-01-15,RT @user: Check this out!! ,#AI #politics #covid #election
13625,bot_user_13624,49,960,236,False,1,India,2021-12-04,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #breaking #tech #politics #MAGA #bitcoin #viral
30639,real_user_5638,3686,10,11,False,0,UK,2023-06-29,Just had a great day exploring nature. Just had a great day exploring nature. ,#viral
30441,real_user_5440,3684,90,8,True,0,UK,2017-06-26,Just had a great day exploring nature. ,#election #bitcoin
36057,real_user_11056,3173,34,27,False,0,France,2021-05-26,Just had a great day exploring nature. ,
42652,real_user_17651,5588,27,9,False,0,France,2023-04-06,Just had a great day exploring culture. Just had a great day exploring culture. ,#tech #breaking
36804,real_user_11803,4027,27,14,False,0,Germany,2018-12-04,Just had a great day exploring nature. Just had a great day exploring nature. ,
48225,real_user_23224,8211,8,22,True,0,Germany,2011-12-21,Just had a great day exploring nature. ,#bitcoin #viral
29227,real_user_4226,4745,18,23,False,0,UK,2013-11-20,Just had a great day exploring culture. Just had a great day exploring culture. ,#election #viral
5634,bot_user_5633,254,259,231,False,1,Nigeria,2021-02-18,RT @user: Check this out!! RT @user: Check this out!! ,#politics #politics #bitcoin
5988,bot_user_5987,248,370,175,False,1,Unknown,2020-07-01,RT @user: Check this out!! ,#crypto #breaking #MAGA
48064,real_user_23063,3856,35,19,False,0,USA,2019-02-04,Just had a great day exploring culture. Just had a great day exploring culture. ,
1813,bot_user_1812,128,276,223,False,1,Nigeria,2021-07-26,RT @user: Check this out!! ,#covid #election #news #AI #tech
27579,real_user_2578,4224,41,2,False,0,USA,2019-10-02,Just had a great day exploring nature. ,
16824,bot_user_16823,107,760,102,False,1,Nigeria,2022-03-17,RT @user: Check this out!! RT @user: Check this out!! ,#viral #election #viral #bitcoin #crypto #covid
3929,bot_user_3928,199,993,297,False,1,Nigeria,2020-03-06,RT @user: Check this out!! RT @user: Check this out!! ,#election #bitcoin #trump #news #AI #covid
37287,real_user_12286,4359,16,22,False,0,Canada,2016-03-02,Just had a great day exploring nature. ,#trump #covid
25046,real_user_45,5169,91,1,False,0,Germany,2019-02-05,Just had a great day exploring technology. ,
15728,bot_user_15727,380,896,65,False,1,India,2022-02-22,RT @user: Check this out!! ,#bitcoin #bitcoin #crypto
29601,real_user_4600,7109,70,8,False,0,Germany,2013-07-10,Just had a great day exploring nature. Just had a great day exploring nature. ,#trump
10431,bot_user_10430,196,580,191,False,1,Russia,2022-03-06,RT @user: Check this out!! RT @user: Check this out!! ,#AI #trump #breaking #breaking #MAGA
25769,real_user_768,9941,71,12,False,0,USA,2020-05-20,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#tech
29104,real_user_4103,5536,41,0,False,0,Canada,2014-08-30,Just had a great day exploring culture. ,#tech #crypto
36538,real_user_11537,9933,56,6,False,0,Canada,2013-01-10,Just had a great day exploring culture. Just had a great day exploring culture. Just had a great day exploring culture. ,#tech
39329,real_user_14328,8984,7,2,False,0,Germany,2023-12-28,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,
35540,real_user_10539,7164,39,25,False,0,UK,2022-04-09,Just had a great day exploring technology. ,#viral #AI
28076,real_user_3075,9452,54,22,False,0,Canada,2023-05-25,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#trump
17841,bot_user_17840,173,405,275,False,1,Nigeria,2020-02-15,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #crypto #breaking #MAGA #crypto #breaking
27803,real_user_2802,9224,50,9,False,0,USA,2021-12-15,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#MAGA #politics
7683,bot_user_7682,64,771,297,False,1,Nigeria,2022-05-07,RT @user: Check this out!! ,#covid #viral #covid #election #viral #viral #election
24280,bot_user_24279,164,742,61,False,1,Nigeria,2020-10-26,RT @user: Check this out!! RT @user: Check this out!! ,#covid #tech #crypto #politics #covid
33071,real_user_8070,102,94,9,False,0,Germany,2013-06-30,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#viral
35558,real_user_10557,8515,73,21,False,0,Germany,2017-11-08,Just had a great day exploring technology. Just had a great day exploring technology. ,#crypto
37190,real_user_12189,131,89,0,False,0,USA,2012-08-01,Just had a great day exploring technology. ,#crypto #AI
47150,real_user_22149,8127,93,22,False,0,Germany,2011-01-07,Just had a great day exploring technology. Just had a great day exploring technology. ,#tech
46916,real_user_21915,7076,47,4,False,0,UK,2020-03-27,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#election #breaking
9802,bot_user_9801,130,327,250,False,1,Nigeria,2021-04-02,RT @user: Check this out!! ,#breaking #crypto #viral #news #tech #AI
38801,real_user_13800,2686,55,27,False,0,France,2012-03-19,Just had a great day exploring technology. Just had a great day exploring technology. ,#election #news
24670,bot_user_24669,223,502,107,False,1,,2021-08-14,RT @user: Check this out!! RT @user: Check this out!! ,#crypto #MAGA #viral
44234,real_user_19233,8800,59,29,False,0,Canada,2021-01-31,Just had a great day exploring technology. ,
31920,real_user_6919,9297,61,10,True,0,Germany,2019-10-09,Just had a great day exploring nature. Just had a great day exploring nature. ,#breaking #crypto
7135,bot_user_7134,481,659,199,False,1,Nigeria,2022-11-03,RT @user: Check this out!! RT @user: Check this out!! ,#AI #news #covid #election
33705,real_user_8704,6865,62,4,True,0,France,2021-09-28,Just had a great day exploring nature. ,#election
29661,real_user_4660,9480,94,25,False,0,USA,2010-07-29,Just had a great day exploring nature. Just had a great day exploring nature. ,#covid
17894,bot_user_17893,73,520,51,False,1,Nigeria,2020-08-22,RT @user: Check this out!! ,#breaking #viral #bitcoin #MAGA #news
22019,bot_user_22018,54,661,214,False,1,India,2020-07-25,RT @user: Check this out!! RT @user: Check this out!! ,#tech #MAGA #AI #MAGA #breaking #trump
13539,bot_user_13538,125,653,268,False,1,,2020-03-24,RT @user: Check this out!! RT @user: Check this out!! ,#trump #news #trump
43119,real_user_18118,3805,10,4,False,0,Germany,2018-12-24,Just had a great day exploring nature. Just had a great day exploring nature. Just had a great day exploring nature. ,
36421,real_user_11420,1034,93,20,False,0,Canada,2012-11-01,Just had a great day exploring culture. Just had a great day exploring culture. Just had a great day exploring culture. ,#trump
9406,bot_user_9405,279,771,242,False,1,Unknown,2021-04-26,RT @user: Check this out!! ,#covid #bitcoin #covid #covid
13414,bot_user_13413,253,617,162,False,1,Unknown,2021-01-23,RT @user: Check this out!! ,#election #trump #politics
6721,bot_user_6720,339,964,248,False,1,Nigeria,2022-01-08,RT @user: Check this out!! RT @user: Check this out!! ,#breaking #election #tech
15602,bot_user_15601,78,734,98,False,1,Russia,2020-12-01,RT @user: Check this out!! ,#tech #bitcoin #bitcoin #election
44744,real_user_19743,1986,88,16,False,0,France,2012-11-25,Just had a great day exploring technology. Just had a great day exploring technology. ,#crypto
31139,real_user_6138,4550,38,15,True,0,UK,2016-08-25,Just had a great day exploring technology. Just had a great day exploring technology. ,#bitcoin #breaking
2730,bot_user_2729,156,679,290,False,1,,2020-09-06,RT @user: Check this out!! RT @user: Check this out!! ,#news #crypto #election
38243,real_user_13242,4438,78,11,False,0,France,2022-11-15,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#MAGA
29626,real_user_4625,6352,69,16,False,0,Germany,2015-11-18,Just had a great day exploring culture. Just had a great day exploring culture. ,#viral #politics
47895,real_user_22894,7843,14,13,False,0,UK,2012-04-13,Just had a great day exploring nature. Just had a great day exploring nature. Just had a great day exploring nature. ,#crypto #news
42091,real_user_17090,8927,24,9,False,0,USA,2019-05-18,Just had a great day exploring culture. Just had a great day exploring culture. ,#bitcoin #news
36400,real_user_11399,3657,0,12,False,0,UK,2017-12-28,Just had a great day exploring culture. Just had a great day exploring culture. ,#covid #viral
6245,bot_user_6244,45,504,221,False,1,Russia,2020-04-29,RT @user: Check this out!! RT @user: Check this out!! ,#covid #crypto #AI #election #bitcoin #breaking #election
5546,bot_user_5545,343,596,53,True,1,,2020-10-14,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #MAGA #MAGA #breaking #election
4065,bot_user_4064,268,927,109,False,1,India,2020-10-27,RT @user: Check this out!! RT @user: Check this out!! ,#breaking #election #breaking #bitcoin #covid
12852,bot_user_12851,226,766,71,False,1,Russia,2020-12-03,RT @user: Check this out!! RT @user: Check this out!! ,#tech #tech #politics #trump #bitcoin #crypto
21803,bot_user_21802,86,905,131,False,1,,2021-02-01,RT @user: Check this out!! RT @user: Check this out!! ,#trump #trump #viral #AI #bitcoin #election
41164,real_user_16163,531,50,25,False,0,France,2011-11-22,Just had a great day exploring culture. Just had a great day exploring culture. Just had a great day exploring culture. ,#bitcoin #bitcoin
6233,bot_user_6232,457,458,107,False,1,Unknown,2020-07-12,RT @user: Check this out!! ,#covid #covid #viral #trump #tech #trump
3863,bot_user_3862,313,401,121,False,1,Russia,2020-05-09,RT @user: Check this out!! RT @user: Check this out!! ,#bitcoin #news #politics #covid #AI #news
35095,real_user_10094,1970,70,20,False,0,Canada,2014-01-18,Just had a great day exploring culture. Just had a great day exploring culture. Just had a great day exploring culture. ,#tech
40196,real_user_15195,6484,92,19,False,0,USA,2015-01-23,Just had a great day exploring technology. ,#AI #covid
39251,real_user_14250,7042,39,23,False,0,Canada,2020-12-19,Just had a great day exploring technology. Just had a great day exploring technology. ,#viral #news
6218,bot_user_6217,150,238,289,False,1,,2021-08-16,RT @user: Check this out!! ,#news #tech #election #election
36776,real_user_11775,3383,37,19,False,0,UK,2022-04-14,Just had a great day exploring technology. Just had a great day exploring technology. ,#politics #viral
42977,real_user_17976,7859,87,24,False,0,Canada,2019-01-03,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,
48468,real_user_23467,3454,7,10,False,0,Germany,2013-02-04,Just had a great day exploring nature. Just had a great day exploring nature. ,#election
14832,bot_user_14831,144,471,95,False,1,Russia,2020-03-27,RT @user: Check this out!! ,#crypto #viral #viral #tech #crypto #bitcoin
30093,real_user_5092,6698,55,6,False,0,Canada,2017-03-20,Just had a great day exploring nature. Just had a great day exploring nature. ,#covid
8894,bot_user_8893,279,383,62,False,1,Nigeria,2021-10-28,RT @user: Check this out!! RT @user: Check this out!! ,#politics #crypto #trump #politics #politics #bitcoin
6021,bot_user_6020,54,654,292,False,1,,2020-09-07,RT @user: Check this out!! RT @user: Check this out!! ,#tech #news #trump #MAGA
46089,real_user_21088,8666,27,25,False,0,France,2021-05-01,Just had a great day exploring nature. ,
15243,bot_user_15242,483,298,183,False,1,Unknown,2020-07-14,RT @user: Check this out!! RT @user: Check this out!! ,#politics #politics #election #MAGA #crypto #breaking
45308,real_user_20307,1267,90,12,False,0,Canada,2012-10-04,Just had a great day exploring technology. ,#election
26551,real_user_1550,7571,45,2,False,0,Canada,2019-05-17,Just had a great day exploring culture. ,#tech
6035,bot_user_6034,411,662,207,False,1,India,2020-09-28,RT @user: Check this out!! RT @user: Check this out!! ,#viral #news #election #politics #bitcoin #tech #viral
7906,bot_user_7905,331,361,147,False,1,Nigeria,2023-04-18,RT @user: Check this out!! ,#covid #breaking #crypto #crypto
32226,real_user_7225,3252,17,2,True,0,France,2017-08-18,Just had a great day exploring nature. ,#AI
6018,bot_user_6017,330,343,73,False,1,,2021-10-29,RT @user: Check this out!! ,#viral #bitcoin #election #breaking #news
21880,bot_user_21879,285,870,149,False,1,Unknown,2020-07-03,RT @user: Check this out!! ,#MAGA #viral #news
2792,bot_user_2791,8,663,250,False,1,Unknown,2020-08-23,RT @user: Check this out!! ,#news #viral #bitcoin
42606,real_user_17605,5553,46,27,False,0,USA,2017-05-21,Just had a great day exploring nature. ,#crypto
5824,bot_user_5823,2,912,118,False,1,Unknown,2020-06-21,RT @user: Check this out!! ,#politics #MAGA #trump #crypto #breaking #MAGA
15388,bot_user_15387,490,749,121,False,1,India,2021-02-06,RT @user: Check this out!! ,#MAGA #covid #breaking #tech
29562,real_user_4561,4712,86,28,False,0,France,2010-03-12,Just had a great day exploring nature. Just had a great day exploring nature. ,#news #trump
39476,real_user_14475,8335,68,8,False,0,Canada,2010-11-10,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,#AI
293,bot_user_292,218,311,100,False,1,Unknown,2020-11-28,RT @user: Check this out!! ,#breaking #election #MAGA #politics #viral #election #breaking
16958,bot_user_16957,481,582,260,False,1,India,2020-06-14,RT @user: Check this out!! ,#breaking #election #tech #covid #viral #trump
30861,real_user_5860,8166,15,0,False,0,Germany,2012-06-07,Just had a great day exploring nature. ,#breaking #tech
14074,bot_user_14073,234,467,156,False,1,Russia,2022-06-30,RT @user: Check this out!! ,#election #trump #election #covid #bitcoin
21857,bot_user_21856,176,587,216,False,1,Nigeria,2022-04-16,RT @user: Check this out!! RT @user: Check this out!! ,#bitcoin #viral #news #election #politics #election #covid
22080,bot_user_22079,302,224,136,False,1,Unknown,2022-06-14,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #MAGA #election #crypto
17024,bot_user_17023,43,575,288,False,1,Russia,2022-04-19,RT @user: Check this out!! RT @user: Check this out!! ,#tech #viral #news #trump #news
8740,bot_user_8739,177,797,91,False,1,Nigeria,2021-09-19,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #trump #breaking #AI #news
15826,bot_user_15825,377,493,271,False,1,Russia,2020-11-21,RT @user: Check this out!! RT @user: Check this out!! ,#news #news #covid #covid #covid #viral
2742,bot_user_2741,293,423,211,False,1,Nigeria,2021-08-28,RT @user: Check this out!! RT @user: Check this out!! ,#politics #crypto #viral #news #AI #election #MAGA
18049,bot_user_18048,372,560,189,False,1,,2022-09-30,RT @user: Check this out!! ,#trump #bitcoin #covid #news #news
49937,real_user_24936,2007,43,10,False,0,USA,2023-07-05,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,
17373,bot_user_17372,217,978,253,False,1,Russia,2020-06-01,RT @user: Check this out!! RT @user: Check this out!! ,#trump #AI #trump #bitcoin
22022,bot_user_22021,132,367,192,False,1,,2022-04-29,RT @user: Check this out!! ,#election #trump #AI #tech #politics #breaking
46365,real_user_21364,7757,38,23,False,0,UK,2011-02-02,Just had a great day exploring nature. Just had a great day exploring nature. ,#viral
23538,bot_user_23537,268,788,127,False,1,India,2021-07-08,RT @user: Check this out!! ,#election #viral #AI #AI #politics #tech #covid
45500,real_user_20499,8795,7,22,False,0,UK,2013-02-14,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,
40186,real_user_15185,831,12,1,False,0,Germany,2018-11-14,Just had a great day exploring culture. Just had a great day exploring culture. ,
9614,bot_user_9613,200,234,74,False,1,,2020-11-15,RT @user: Check this out!! ,#trump #viral #tech #crypto #trump
43282,real_user_18281,3655,34,2,False,0,Canada,2013-01-22,Just had a great day exploring culture. Just had a great day exploring culture. ,
37892,real_user_12891,845,5,8,False,0,USA,2022-09-18,Just had a great day exploring technology. ,#election
26179,real_user_1178,2503,60,10,False,0,UK,2017-10-15,Just had a great day exploring culture. ,#crypto #bitcoin
45893,real_user_20892,1368,35,4,False,0,USA,2016-03-20,Just had a great day exploring technology. Just had a great day exploring technology. ,#election
20934,bot_user_20933,475,538,258,False,1,Nigeria,2021-08-31,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #AI #news #breaking #politics #election #election
40972,real_user_15971,7910,20,21,False,0,France,2022-06-19,Just had a great day exploring culture. Just had a great day exploring culture. ,#tech
22225,bot_user_22224,484,442,193,False,1,India,2020-04-26,RT @user: Check this out!! RT @user: Check this out!! ,#MAGA #politics #tech #viral
24382,bot_user_24381,427,415,146,False,1,Nigeria,2022-01-08,RT @user: Check this out!! RT @user: Check this out!! ,#news #breaking #news
34856,real_user_9855,9553,23,15,False,0,Germany,2013-12-12,Just had a great day exploring technology. ,#tech
48578,real_user_23577,3767,4,27,False,0,Germany,2014-01-20,Just had a great day exploring technology. Just had a great day exploring technology. ,#election #news
38537,real_user_13536,4898,27,12,False,0,UK,2022-07-11,Just had a great day exploring technology. Just had a great day exploring technology. Just had a great day exploring technology. ,
31756,real_user_6755,2557,72,16,False,0,France,2013-03-17,Just had a great day exploring culture. Just had a great day exploring culture. Just had a great day exploring culture. ,#tech
7754,bot_user_7753,458,374,168,False,1,Russia,2020-08-05,RT @user: Check this out!! RT @user: Check this out!! ,#AI #bitcoin #tech #trump
46639,real_user_21638,8467,38,1,False,0,France,2020-10-04,Just had a great day exploring culture. ,#politics
43835,real_user_18834,7841,5,25,False,0,Canada,2010-03-23,Just had a great day exploring technology. Just had a great day exploring technology. ,#tech #bitcoin
26236,real_user_1235,8886,72,4,False,0,UK,2014-01-09,Just had a great day exploring culture. ,#news
44230,real_user_19229,4053,66,9,False,0,USA,2011-01-13,Just had a great day exploring culture. ,
49597,real_user_24596,7044,58,2,False,0,Germany,2012-04-21,Just had a great day exploring culture. ,
18553,bot_user_18552,304,430,131,False,1,India,2020-02-28,RT @user: Check this out!! RT @user: Check this out!! ,#viral #AI #crypto #tech
43137,real_user_18136,4544,43,2,False,0,Canada,2022-02-12,Just had a great day exploring nature. Just had a great day exploring nature. ,#breaking
36673,real_user_11672,6443,85,26,False,0,Canada,2016-03-08,Just had a great day exploring culture. Just had a great day exploring culture. Just had a great day exploring culture. ,#election
